"tender_id","title","description","org_chain","publish_date","closing_date","value","status"
"TEND-1164","Tender for Supply of Goods 164","Detailed description for tender 164 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-21","5651450","Closed"
"TEND-1165","Tender for Supply of Goods 165","Detailed description for tender 165 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-24","2026-05-17","9228528","Awarded"
"TEND-1166","Tender for Supply of Goods 166","Detailed description for tender 166 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-08","8884643","Awarded"
"TEND-1167","Tender for Supply of Goods 167","Detailed description for tender 167 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-09","2641681","Awarded"
"TEND-1168","Tender for Supply of Goods 168","Detailed description for tender 168 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-13","5037768","Open"
"TEND-1169","Tender for Supply of Goods 169","Detailed description for tender 169 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-09","5510664","Open"
"TEND-1170","Tender for Supply of Goods 170","Detailed description for tender 170 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-13","2370821","Awarded"
"TEND-1171","Tender for Supply of Goods 171","Detailed description for tender 171 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-08","7454162","Open"
"TEND-1172","Tender for Supply of Goods 172","Detailed description for tender 172 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-18","8443110","Awarded"
"TEND-1173","Tender for Supply of Goods 173","Detailed description for tender 173 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-09","7187894","Open"
"TEND-1174","Tender for Supply of Goods 174","Detailed description for tender 174 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-12","9499283","Closed"
"TEND-1175","Tender for Supply of Goods 175","Detailed description for tender 175 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-10","588349","Closed"
"TEND-1176","Tender for Supply of Goods 176","Detailed description for tender 176 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-06","2026-05-19","9047802","Closed"
"TEND-1177","Tender for Supply of Goods 177","Detailed description for tender 177 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-13","6467927","Closed"
"TEND-1178","Tender for Supply of Goods 178","Detailed description for tender 178 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-14","8172761","Awarded"
"TEND-1179","Tender for Supply of Goods 179","Detailed description for tender 179 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-10","8102076","Awarded"
"TEND-1180","Tender for Supply of Goods 180","Detailed description for tender 180 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-24","2026-05-14","7081722","Awarded"
"TEND-1181","Tender for Supply of Goods 181","Detailed description for tender 181 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-24","2026-05-08","6477033","Open"
"TEND-1182","Tender for Supply of Goods 182","Detailed description for tender 182 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-13","7579019","Closed"
"TEND-1183","Tender for Supply of Goods 183","Detailed description for tender 183 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-15","2186288","Awarded"
"TEND-1184","Tender for Supply of Goods 184","Detailed description for tender 184 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-22","7240833","Awarded"
"TEND-1185","Tender for Supply of Goods 185","Detailed description for tender 185 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-03","2026-05-15","3312912","Open"
"TEND-1186","Tender for Supply of Goods 186","Detailed description for tender 186 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-12","2026-05-22","4901803","Awarded"
"TEND-1187","Tender for Supply of Goods 187","Detailed description for tender 187 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-20","4168440","Awarded"
"TEND-1188","Tender for Supply of Goods 188","Detailed description for tender 188 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-20","2598129","Open"
"TEND-1189","Tender for Supply of Goods 189","Detailed description for tender 189 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-19","1914243","Awarded"
"TEND-1190","Tender for Supply of Goods 190","Detailed description for tender 190 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-17","6387878","Open"
"TEND-1191","Tender for Supply of Goods 191","Detailed description for tender 191 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-12","1082041","Awarded"
"TEND-1192","Tender for Supply of Goods 192","Detailed description for tender 192 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-19","3310570","Awarded"
"TEND-1193","Tender for Supply of Goods 193","Detailed description for tender 193 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-18","7734553","Open"
"TEND-1194","Tender for Supply of Goods 194","Detailed description for tender 194 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-19","2026-05-08","2587846","Open"
"TEND-1195","Tender for Supply of Goods 195","Detailed description for tender 195 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-11","2026-05-15","7511018","Closed"
"TEND-1196","Tender for Supply of Goods 196","Detailed description for tender 196 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-11","8136182","Awarded"
"TEND-1197","Tender for Supply of Goods 197","Detailed description for tender 197 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-17","1376345","Open"
"TEND-1198","Tender for Supply of Goods 198","Detailed description for tender 198 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-17","4126450","Closed"
"TEND-1199","Tender for Supply of Goods 199","Detailed description for tender 199 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-19","4303462","Awarded"
"TEND-1200","Tender for Supply of Goods 200","Detailed description for tender 200 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-18","4859074","Closed"
"TEND-1201","Tender for Supply of Goods 201","Detailed description for tender 201 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-17","8358896","Awarded"
"TEND-1202","Tender for Supply of Goods 202","Detailed description for tender 202 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-12","2026-05-13","826384","Closed"
"TEND-1203","Tender for Supply of Goods 203","Detailed description for tender 203 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-10","9785892","Open"
"TEND-1204","Tender for Supply of Goods 204","Detailed description for tender 204 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-19","2026-05-12","2925812","Awarded"
"TEND-1205","Tender for Supply of Goods 205","Detailed description for tender 205 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-21","5975802","Awarded"
"TEND-1206","Tender for Supply of Goods 206","Detailed description for tender 206 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-18","1878809","Awarded"
"TEND-1207","Tender for Supply of Goods 207","Detailed description for tender 207 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-11","1196209","Awarded"
"TEND-1208","Tender for Supply of Goods 208","Detailed description for tender 208 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-12","2916757","Open"
"TEND-1209","Tender for Supply of Goods 209","Detailed description for tender 209 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-08","2026-05-22","1926337","Awarded"
"TEND-1210","Tender for Supply of Goods 210","Detailed description for tender 210 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-12","2026-05-16","9449259","Closed"
"TEND-1211","Tender for Supply of Goods 211","Detailed description for tender 211 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-15","8050584","Awarded"
"TEND-1212","Tender for Supply of Goods 212","Detailed description for tender 212 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-21","4991317","Open"
"TEND-1213","Tender for Supply of Goods 213","Detailed description for tender 213 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-09","4018149","Open"
"TEND-1214","Tender for Supply of Goods 214","Detailed description for tender 214 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-12","897983","Awarded"
"TEND-1215","Tender for Supply of Goods 215","Detailed description for tender 215 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-15","7745008","Closed"
"TEND-1216","Tender for Supply of Goods 216","Detailed description for tender 216 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-21","2902056","Open"
"TEND-1217","Tender for Supply of Goods 217","Detailed description for tender 217 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-11","2026-05-11","6023027","Closed"
"TEND-1218","Tender for Supply of Goods 218","Detailed description for tender 218 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-11","2026-05-17","8700157","Open"
"TEND-1219","Tender for Supply of Goods 219","Detailed description for tender 219 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-17","6948558","Awarded"
"TEND-1220","Tender for Supply of Goods 220","Detailed description for tender 220 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-11","1901368","Closed"
"TEND-1221","Tender for Supply of Goods 221","Detailed description for tender 221 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-16","5712450","Open"
"TEND-1222","Tender for Supply of Goods 222","Detailed description for tender 222 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-21","601308","Open"
"TEND-1223","Tender for Supply of Goods 223","Detailed description for tender 223 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-14","2026-05-15","8186706","Awarded"
"TEND-1224","Tender for Supply of Goods 224","Detailed description for tender 224 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-20","7392085","Closed"
"TEND-1225","Tender for Supply of Goods 225","Detailed description for tender 225 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-03","2026-05-12","6750305","Open"
"TEND-1226","Tender for Supply of Goods 226","Detailed description for tender 226 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-14","3163645","Closed"
"TEND-1227","Tender for Supply of Goods 227","Detailed description for tender 227 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-19","7062323","Open"
"TEND-1228","Tender for Supply of Goods 228","Detailed description for tender 228 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-12","2026-05-21","1550201","Awarded"
"TEND-1229","Tender for Supply of Goods 229","Detailed description for tender 229 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-13","8363537","Open"
"TEND-1230","Tender for Supply of Goods 230","Detailed description for tender 230 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-25","2026-05-09","6732750","Open"
"TEND-1231","Tender for Supply of Goods 231","Detailed description for tender 231 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-10","9573757","Open"
"TEND-1232","Tender for Supply of Goods 232","Detailed description for tender 232 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-22","336782","Awarded"
"TEND-1233","Tender for Supply of Goods 233","Detailed description for tender 233 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-06","2026-05-09","157843","Open"
"TEND-1234","Tender for Supply of Goods 234","Detailed description for tender 234 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-11","1016017","Awarded"
"TEND-1235","Tender for Supply of Goods 235","Detailed description for tender 235 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-22","260810","Open"
"TEND-1236","Tender for Supply of Goods 236","Detailed description for tender 236 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-08","2026-05-20","3616007","Awarded"
"TEND-1237","Tender for Supply of Goods 237","Detailed description for tender 237 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-22","5419004","Closed"
"TEND-1238","Tender for Supply of Goods 238","Detailed description for tender 238 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-20","4793888","Awarded"
"TEND-1239","Tender for Supply of Goods 239","Detailed description for tender 239 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-12","7101126","Awarded"
"TEND-1240","Tender for Supply of Goods 240","Detailed description for tender 240 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-08","8121884","Open"
"TEND-1241","Tender for Supply of Goods 241","Detailed description for tender 241 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-15","2199306","Open"
"TEND-1242","Tender for Supply of Goods 242","Detailed description for tender 242 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-14","2026-05-14","6238420","Awarded"
"TEND-1243","Tender for Supply of Goods 243","Detailed description for tender 243 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-19","2026-05-08","4456306","Closed"
"TEND-1244","Tender for Supply of Goods 244","Detailed description for tender 244 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-23","2026-05-16","7975109","Open"
"TEND-1245","Tender for Supply of Goods 245","Detailed description for tender 245 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-22","3938740","Awarded"
"TEND-1246","Tender for Supply of Goods 246","Detailed description for tender 246 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-08","2026-05-19","5515622","Awarded"
"TEND-1247","Tender for Supply of Goods 247","Detailed description for tender 247 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-13","1981666","Closed"
"TEND-1248","Tender for Supply of Goods 248","Detailed description for tender 248 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-16","4911038","Open"
"TEND-1249","Tender for Supply of Goods 249","Detailed description for tender 249 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-19","4886005","Awarded"
"TEND-1250","Tender for Supply of Goods 250","Detailed description for tender 250 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-14","4114432","Closed"
"TEND-1251","Tender for Supply of Goods 251","Detailed description for tender 251 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-25","2026-05-08","4395355","Closed"
"TEND-1252","Tender for Supply of Goods 252","Detailed description for tender 252 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-09","5050434","Closed"
"TEND-1253","Tender for Supply of Goods 253","Detailed description for tender 253 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-11","8984651","Awarded"
"TEND-1254","Tender for Supply of Goods 254","Detailed description for tender 254 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-10","8405549","Open"
"TEND-1255","Tender for Supply of Goods 255","Detailed description for tender 255 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-17","2324501","Closed"
"TEND-1256","Tender for Supply of Goods 256","Detailed description for tender 256 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-25","2026-05-13","8399590","Open"
"TEND-1257","Tender for Supply of Goods 257","Detailed description for tender 257 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-11","4374088","Open"
"TEND-1258","Tender for Supply of Goods 258","Detailed description for tender 258 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-23","2026-05-09","1979160","Awarded"
"TEND-1259","Tender for Supply of Goods 259","Detailed description for tender 259 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-20","9179276","Closed"
"TEND-1260","Tender for Supply of Goods 260","Detailed description for tender 260 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-24","2026-05-14","9119642","Closed"
"TEND-1261","Tender for Supply of Goods 261","Detailed description for tender 261 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-12","7024712","Awarded"
"TEND-1262","Tender for Supply of Goods 262","Detailed description for tender 262 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-05","2026-05-13","2439351","Open"
"TEND-1263","Tender for Supply of Goods 263","Detailed description for tender 263 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-12","2026-05-18","9854718","Awarded"
"TEND-1264","Tender for Supply of Goods 264","Detailed description for tender 264 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-02","2026-05-10","7446354","Closed"
"TEND-1265","Tender for Supply of Goods 265","Detailed description for tender 265 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-14","9256148","Awarded"
"TEND-1266","Tender for Supply of Goods 266","Detailed description for tender 266 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-13","7489900","Closed"
"TEND-1267","Tender for Supply of Goods 267","Detailed description for tender 267 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-18","2026-05-12","6976609","Awarded"
"TEND-1268","Tender for Supply of Goods 268","Detailed description for tender 268 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-13","3141433","Closed"
"TEND-1269","Tender for Supply of Goods 269","Detailed description for tender 269 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-08","2026-05-12","1397912","Open"
"TEND-1270","Tender for Supply of Goods 270","Detailed description for tender 270 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-14","3452371","Closed"
"TEND-1271","Tender for Supply of Goods 271","Detailed description for tender 271 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-12","6834967","Closed"
"TEND-1272","Tender for Supply of Goods 272","Detailed description for tender 272 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-18","5337800","Closed"
"TEND-1273","Tender for Supply of Goods 273","Detailed description for tender 273 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-21","2026-05-15","4979336","Closed"
"TEND-1274","Tender for Supply of Goods 274","Detailed description for tender 274 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-20","5128651","Open"
"TEND-1275","Tender for Supply of Goods 275","Detailed description for tender 275 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-15","4889114","Open"
"TEND-1276","Tender for Supply of Goods 276","Detailed description for tender 276 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-06","2026-05-19","6263645","Awarded"
"TEND-1277","Tender for Supply of Goods 277","Detailed description for tender 277 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-17","7348404","Open"
"TEND-1278","Tender for Supply of Goods 278","Detailed description for tender 278 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-13","3941289","Awarded"
"TEND-1279","Tender for Supply of Goods 279","Detailed description for tender 279 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-12","1175871","Open"
"TEND-1280","Tender for Supply of Goods 280","Detailed description for tender 280 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-20","9900233","Awarded"
"TEND-1281","Tender for Supply of Goods 281","Detailed description for tender 281 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-18","4847040","Open"
"TEND-1282","Tender for Supply of Goods 282","Detailed description for tender 282 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-12","1184861","Awarded"
"TEND-1283","Tender for Supply of Goods 283","Detailed description for tender 283 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-15","2759004","Closed"
"TEND-1284","Tender for Supply of Goods 284","Detailed description for tender 284 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-21","6165951","Awarded"
"TEND-1285","Tender for Supply of Goods 285","Detailed description for tender 285 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-14","328520","Awarded"
"TEND-1286","Tender for Supply of Goods 286","Detailed description for tender 286 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-23","2026-05-09","8735128","Open"
"TEND-1287","Tender for Supply of Goods 287","Detailed description for tender 287 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-12","815272","Awarded"
"TEND-1288","Tender for Supply of Goods 288","Detailed description for tender 288 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-09","7684341","Closed"
"TEND-1289","Tender for Supply of Goods 289","Detailed description for tender 289 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-22","959040","Open"
"TEND-1290","Tender for Supply of Goods 290","Detailed description for tender 290 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-13","5763725","Awarded"
"TEND-1291","Tender for Supply of Goods 291","Detailed description for tender 291 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-09","4372881","Closed"
"TEND-1292","Tender for Supply of Goods 292","Detailed description for tender 292 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-16","2026-05-16","2620537","Awarded"
"TEND-1293","Tender for Supply of Goods 293","Detailed description for tender 293 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-25","2026-05-10","4274766","Open"
"TEND-1294","Tender for Supply of Goods 294","Detailed description for tender 294 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-08","1733830","Closed"
"TEND-1295","Tender for Supply of Goods 295","Detailed description for tender 295 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-10","2026-05-09","545402","Open"
"TEND-1296","Tender for Supply of Goods 296","Detailed description for tender 296 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-09","2026-05-13","6424669","Awarded"
"TEND-1297","Tender for Supply of Goods 297","Detailed description for tender 297 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-18","3491427","Open"
"TEND-1298","Tender for Supply of Goods 298","Detailed description for tender 298 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-04","2026-05-19","5338752","Closed"
"TEND-1299","Tender for Supply of Goods 299","Detailed description for tender 299 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-08","1230815","Awarded"
"TEND-1300","Tender for Supply of Goods 300","Detailed description for tender 300 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-14","2026-05-13","5227578","Closed"
"TEND-1301","Tender for Supply of Goods 301","Detailed description for tender 301 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-06","2026-05-16","3017861","Closed"
"TEND-1302","Tender for Supply of Goods 302","Detailed description for tender 302 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-22","2026-05-18","7328172","Awarded"
"TEND-1303","Tender for Supply of Goods 303","Detailed description for tender 303 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-09","5421432","Awarded"
"TEND-1304","Tender for Supply of Goods 304","Detailed description for tender 304 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-01","2026-05-14","2412823","Closed"
"TEND-1305","Tender for Supply of Goods 305","Detailed description for tender 305 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-20","2026-05-12","7205237","Awarded"
"TEND-1306","Tender for Supply of Goods 306","Detailed description for tender 306 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-16","1086272","Open"
"TEND-1307","Tender for Supply of Goods 307","Detailed description for tender 307 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-16","9385019","Open"
"TEND-1308","Tender for Supply of Goods 308","Detailed description for tender 308 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-03","2026-05-18","629625","Awarded"
"TEND-1309","Tender for Supply of Goods 309","Detailed description for tender 309 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-13","2026-05-13","2915430","Closed"
"TEND-1310","Tender for Supply of Goods 310","Detailed description for tender 310 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-09","9134513","Closed"
"TEND-1311","Tender for Supply of Goods 311","Detailed description for tender 311 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-24","2026-05-09","4751229","Closed"
"TEND-1312","Tender for Supply of Goods 312","Detailed description for tender 312 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-19","4574755","Awarded"
"TEND-1313","Tender for Supply of Goods 313","Detailed description for tender 313 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-06","2026-05-13","3465893","Closed"
"TEND-1314","Tender for Supply of Goods 314","Detailed description for tender 314 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-05-02","2026-05-19","9691575","Awarded"
"TEND-1315","Tender for Supply of Goods 315","Detailed description for tender 315 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-17","2026-05-09","7370225","Open"
"TEND-1316","Tender for Supply of Goods 316","Detailed description for tender 316 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-18","2026-05-16","4913102","Awarded"
"TEND-1317","Tender for Supply of Goods 317","Detailed description for tender 317 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-29","2026-05-16","7272173","Open"
"TEND-1318","Tender for Supply of Goods 318","Detailed description for tender 318 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-18","2026-05-10","4480766","Closed"
"TEND-1319","Tender for Supply of Goods 319","Detailed description for tender 319 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-14","2026-05-10","2311964","Closed"
"TEND-1320","Tender for Supply of Goods 320","Detailed description for tender 320 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-18","2026-05-11","814672","Open"
"TEND-1321","Tender for Supply of Goods 321","Detailed description for tender 321 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-28","2026-05-11","702410","Open"
"TEND-1322","Tender for Supply of Goods 322","Detailed description for tender 322 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-30","2026-05-12","6182460","Awarded"
"TEND-1323","Tender for Supply of Goods 323","Detailed description for tender 323 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-07","2026-05-18","9515532","Closed"
"TEND-1324","Tender for Supply of Goods 324","Detailed description for tender 324 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-27","2026-05-08","5160361","Closed"
"TEND-1325","Tender for Supply of Goods 325","Detailed description for tender 325 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-26","2026-05-15","4057424","Open"
"TEND-1326","Tender for Supply of Goods 326","Detailed description for tender 326 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-15","2026-05-11","4559899","Open"
"TEND-1327","Tender for Supply of Goods 327","Detailed description for tender 327 with some random text.","Central Govt > Ministry of Commerce > Department of Trade","2026-04-23","2026-05-19","5587517","Closed"
